OriginAirportID,DestAirportID,Airline,OriginCityName,Distance,AirTime,Month
12264,10792,19,10,283,47.0,6
14027,10821,2,86,883,117.0,6
11298,13303,1,25,1121,144.0,7
12191,11278,2,61,1218,134.0,4
13930,13290,14,11,501,76.0,7
14679,14747,8,5,1050,141.0,7
14747,10800,8,6,937,124.0,7
12992,13204,16,114,776,105.0,5
12339,12889,2,77,1590,223.0,4
14100,11042,6,74,363,66.0,3
14747,13796,2,6,672,95.0,7
11057,11298,1,35,936,140.0,1
11697,11193,17,37,932,128.0,5
14908,14747,8,9,978,148.0,6
13204,13931,16,60,655,91.0,7
11097,11292,0,92,391,62.0,6
11298,13502,1,25,722,107.0,1
14747,12478,8,6,2422,271.0,3
11292,13930,1,22,888,108.0,3
11292,13230,16,22,1474,192.0,7
14057,13487,3,15,1426,,5
14730,14107,2,145,1506,240.0,2
12892,11697,15,2,2343,247.0,1
14893,14107,1,96,647,86.0,4
14004,10713,12,159,419,62.0,2
12173,12892,7,81,2556,286.0,2
14492,14771,7,23,2400,316.0,6
12892,13930,7,2,1744,198.0,4
14057,14831,8,15,569,88.0,7
11292,12339,7,22,977,126.0,7
12953,10397,2,17,762,121.0,3
13487,12278,0,31,545,73.0,6
12891,11298,0,288,140,29.0,5
14307,10821,2,126,327,55.0,5
12892,11540,0,2,715,99.0,3
12339,11278,11,77,500,76.0,1
15096,13930,0,36,607,105.0,2
12892,12889,2,2,236,41.0,4
14057,14107,1,15,1009,133.0,7
13930,14771,1,11,1846,227.0,4
10397,11292,7,12,1199,155.0,6
14761,10431,17,75,465,61.0,1
11057,11433,3,35,500,,1
11618,14771,7,26,2565,348.0,5
14908,14747,3,9,978,149.0,5
12197,10397,9,32,780,130.0,4
10821,10140,2,59,1670,239.0,2
14100,11267,18,74,477,74.0,4
14107,13487,3,8,1276,145.0,5
12953,10257,9,17,136,29.0,3
11298,12478,3,25,1391,192.0,7
13495,15304,5,52,488,64.0,4
12892,12889,3,2,236,41.0,1
11423,13487,9,112,232,45.0,6
11433,14027,3,4,1086,,5
14747,12892,8,6,954,128.0,2
10397,10821,3,12,577,84.0,5
13495,10397,2,52,425,59.0,4
11618,14771,7,26,2565,327.0,7
11259,14747,8,41,1670,245.0,4
12264,14057,7,10,2327,306.0,6
11298,14122,1,25,1067,129.0,2
14100,14307,6,74,237,43.0,3
15412,10397,3,1,152,35.0,3
14893,14908,2,96,404,63.0,5
11057,14771,1,35,2296,306.0,1
11298,11433,1,25,986,124.0,4
11278,11057,6,10,331,54.0,7
15016,10423,14,69,721,116.0,5
10397,11193,3,12,373,52.0,1
11292,10693,2,22,1014,119.0,6
10397,15323,9,12,227,41.0,5
10721,12478,15,71,187,54.0,3
14107,14679,2,8,304,51.0,3
11057,11298,1,35,936,132.0,3
13204,13930,16,60,1005,,5
13487,10408,0,31,236,41.0,6
12266,12278,19,61,542,85.0,4
11292,14570,7,22,804,122.0,4
13198,14747,3,79,1489,218.0,1
14771,12266,7,27,1635,184.0,1
12266,13303,1,61,964,118.0,3
11278,13204,1,10,759,107.0,6
13830,12173,4,73,100,22.0,1
11433,14576,9,4,296,45.0,1
13232,12953,2,11,725,112.0,7
11292,13232,2,22,895,118.0,1
13232,13931,2,11,704,93.0,5
13930,12264,7,11,588,76.0,3
13796,14679,2,42,446,68.0,6
12266,10781,19,61,253,43.0,4
12478,10721,1,17,187,48.0,2
13487,13930,1,31,334,57.0,1
11298,13577,6,25,1048,120.0,3
10299,13487,3,161,2519,277.0,3
11697,15024,5,37,1107,131.0,3
12992,11259,2,114,296,54.0,3
10721,10397,3,71,946,132.0,6
13796,14908,2,42,371,61.0,5
12758,14057,8,113,2607,305.0,3
14783,10397,3,198,563,83.0,6
12191,13198,2,61,666,91.0,2
14122,11278,11,33,204,51.0,3
11298,11618,1,25,1372,179.0,2
10721,13487,3,71,1124,167.0,2
11066,10397,2,98,447,69.0,5
11995,14100,18,185,365,65.0,6
11433,13204,5,4,957,132.0,1
10140,12478,15,150,1826,206.0,2
12451,11278,11,43,634,90.0,6
14698,14107,0,280,509,78.0,2
12992,12266,0,114,374,62.0,5
13422,11298,0,82,539,111.0,3
12197,11697,15,32,1097,141.0,4
13930,11433,7,11,235,46.0,6
13930,13342,20,11,67,16.0,5
10721,10208,11,71,861,127.0,4
13204,13342,2,60,1066,141.0,7
15304,15016,2,50,869,144.0,3
14771,11042,7,27,2161,229.0,2
11298,10693,1,25,631,83.0,6
14679,13198,2,5,1334,150.0,5
14843,13204,15,28,1189,164.0,5
13342,13930,11,91,67,21.0,1
11298,15919,0,25,280,48.0,4
10397,14193,3,12,271,43.0,7
14771,14689,7,27,262,48.0,1
13204,13303,1,60,192,43.0,6
10397,11278,3,12,547,74.0,2
10397,12264,11,12,534,80.0,4
12892,11292,3,2,862,113.0,6
12892,10397,3,2,1947,257.0,7
14570,12889,2,21,345,55.0,6
12266,13930,7,61,925,144.0,7
10693,11278,11,20,562,71.0,1
14107,10561,0,8,425,62.0,6
15370,11057,6,49,842,113.0,6
14679,14893,0,5,480,74.0,6
10994,12478,9,99,636,88.0,5
12889,10800,2,3,223,42.0,5
11298,11292,7,25,641,94.0,6
11298,11278,1,25,1192,153.0,5
10721,10397,15,71,946,142.0,4
10208,11057,18,151,140,31.0,6
11433,12266,3,4,1075,166.0,2
12173,14747,4,81,2677,310.0,4
14107,13891,16,8,325,55.0,4
14524,12953,11,78,292,49.0,2
11617,11057,6,308,221,52.0,2
10397,14679,3,12,1892,217.0,7
14843,13303,1,28,1045,144.0,6
13830,12173,4,73,100,21.0,4
11298,15919,14,25,280,49.0,3
10140,13930,0,150,1118,143.0,1
14057,10140,12,15,1111,136.0,3
10423,11298,1,16,190,38.0,5
13232,11986,2,11,137,33.0,5
13204,10257,2,60,1073,137.0,7
13871,11298,1,48,583,97.0,3
14771,13891,0,27,363,59.0,5
11697,14524,5,37,805,108.0,4
14122,13232,2,33,402,63.0,6
12953,14524,9,17,292,56.0,3
13204,15016,2,60,882,124.0,4
13204,14100,5,60,861,119.0,1
11433,12884,9,4,74,20.0,6
13487,11637,3,31,223,41.0,1
13930,11066,0,11,296,46.0,7
11298,11867,14,25,404,68.0,1
10721,14576,18,71,343,64.0,3
14771,11298,1,27,1464,171.0,3
11193,13204,3,122,757,101.0,3
14100,15096,18,74,228,40.0,5
14843,13232,2,28,2057,284.0,6
12197,13204,15,32,972,149.0,2
10257,13930,14,189,723,112.0,3
14027,10397,3,86,545,78.0,6
10693,13930,7,20,409,86.0,7
13495,15304,2,52,488,67.0,1
14747,11292,16,6,1024,128.0,7
14747,14831,8,6,696,100.0,1
13487,13232,0,31,349,67.0,5
14771,14679,0,27,447,68.0,4
11278,10581,6,10,590,75.0,2
12007,10397,9,355,241,44.0,2
12892,12266,7,2,1379,168.0,6
10140,11292,7,150,349,59.0,5
10721,12478,11,71,187,44.0,1
12953,12266,3,17,1416,205.0,4
11292,10713,0,22,649,100.0,2
12889,14747,3,3,867,115.0,7
14524,11057,6,78,257,51.0,7
11618,13502,7,26,1795,262.0,3
14730,11618,11,145,642,91.0,1
14321,13930,20,19,900,137.0,6
14747,10397,8,6,2182,250.0,5
11057,10434,1,35,509,85.0,1
12266,10140,7,61,744,109.0,4
13204,10397,3,60,404,59.0,6
11298,12992,14,25,304,57.0,6
11292,14877,0,22,383,51.0,2
11193,11278,6,122,411,63.0,6
13930,12266,7,11,925,142.0,3
12889,12892,7,3,236,43.0,4
12954,13232,2,130,1741,203.0,1
13244,14107,1,62,1264,185.0,4
10693,11278,6,20,562,91.0,2
14747,14252,0,6,172,34.0,5
14771,14747,3,27,679,96.0,4
14057,11697,8,15,2694,305.0,4
14698,14771,0,280,190,37.0,5
11292,14869,2,22,391,63.0,5
14057,15023,12,15,489,104.0,3
10990,11057,18,265,245,50.0,3
10721,10849,15,71,1991,297.0,1
11292,10800,2,22,850,130.0,6
12191,11066,2,61,1001,139.0,5
13796,13232,2,42,1844,235.0,6
14908,14771,0,9,372,60.0,6
14635,12191,2,67,853,136.0,3
14576,10721,15,83,343,52.0,2
12197,10397,9,32,780,120.0,2
13433,11292,0,173,604,97.0,2
15016,10423,14,69,721,120.0,3
10721,13487,3,71,1124,180.0,3
13931,12264,10,101,157,39.0,4
14107,13303,1,8,1972,227.0,3
11057,12124,11,35,207,56.0,3
12173,14771,4,81,2398,277.0,5
13303,12478,3,24,1089,140.0,5
12278,13487,0,207,545,82.0,6
11057,12266,0,35,912,142.0,4
10980,11057,18,66,241,43.0,2
14893,12892,2,96,373,61.0,3
11433,12953,3,4,502,70.0,5
11618,14771,15,26,2565,358.0,1
11292,15376,2,22,639,85.0,7
12954,13796,2,130,353,56.0,3
